Gene	c0.05	c0.11	c0.16	c0.22	c0.30	L0.05	L0.11	L0.16	L0.22	L0.30	n0.05	n0.11	n0.16	n0.22	n0.30	p0.05	p0.11	p0.16	p0.22	p0.30	u0.05	u0.11	u0.16	u0.22	u0.30
YAL044C	-0.171124369364213	-0.229563592361349	-0.0325299742113574	-0.0839555096746703	-0.244778879998589	0.727862440049319	0.413635212517691	0.640997626091039	0.388233544391185	0.263459804293632	0.000476408792617865	0.417413528366459	0.444982433428228	0.457764621401505	0.661023649709339	0.114620868164738	0.0995391386216746	0.355201105624335	0.301231316584161	0.642535077775468	-0.931490661623044	-0.624308954331276	-0.0907434153013524	-0.186616994858539	0.152451964881067
YAL049C	-0.372338358696706	-1.47990379639505	-1.52640466704109	-1.82822265334818	-2.00031075203967	-4.3691989530599	-2.85909383479237	-3.45132263669139	-3.6533025467158	-0.798279698235471	0.522421495167735	0.40027736576425	0.144982607989817	-0.910401259159615	-1.11037347532803	-1.23010308696939	-1.77186340648911	-1.83904534777564	-2.21949797656667	-2.74946600461013	-1.16085885640563	-2.41003194317347	-3.25992109909926	-2.02378415494024	-1.67404063325231
YAL054C	3.74597301127988	3.23629758530573	2.53887978684151	0.504359958062225	0.319068862263896	0.489992295613844	0.387119035782674	0.605733829757004	0.659600207069483	0.283160584253615	-0.15956561609789	0.341030315730119	0.476735273037265	0.420825619442717	0.0145120234783708	-0.141964896245603	0.0786102125384785	0.0691236758078393	-0.446552177780471	0.0265575241725042	-0.17801303278599	0.215822915003597	0.340767931115005	0.2233174113059	0.527059579464165
YAL060W	1.41583483347014	0.90744629534805	0.645593519252571	0.766003869810145	0.607832972235384	0.43982501093152	0.508093369761307	0.745772011142137	0.649177624030906	0.285757694097612	0.498400889765571	0.719172031925887	0.683722245180864	0.851777759624274	0.689504190557974	0.0489251203424766	-0.163001521721531	-0.00752389699397027	0.1789576857918	0.294100064979278	-0.407553936173502	-0.0458201891710877	-0.0731335033642288	0.0282421339292699	0.317440199662614
YAL062W	2.04653601842931	2.61082844107879	1.59700961189888	2.53082955199449	3.07621675326942	2.30547238248745	2.33288729381665	2.35147809608579	2.71912547538697	2.56722264068607	1.94351312402484	2.2104559457584	2.38633307337059	3.23095361814324	3.37294191222368	0.32717403145054	1.60551759330342	1.3159480603335	2.05732808032989	2.41990486962468	2.85907804346161	2.88373448055387	2.57928332334817	2.86206960948553	2.78056523040508
YAR002C-A	0.477441805422261	0.381615960636058	0.355009516096694	0.169292604217951	0.19167264352077	-0.053585603223008	0.00900237078757368	0.0797799420595875	0.0898096127289837	0.0538220667581225	0.336706152801909	0.316091668200744	0.478819044288544	0.438828737844005	0.409983229044137	0.0726040415822569	0.152889851831577	0.312899747903255	0.38478049049244	0.183122659993155	-0.189953782454254	-0.122026923842035	0.048148050891578	0.122162043068958	0.113203946498493
YAR007C	0.255847990064179	0.387791114811226	0.00347942527534024	-0.138413393344773	0.0465859034846461	0.450200310939288	0.283986341046344	0.593101481098168	0.179413821196034	0.0904243705399266	0.414251724692221	0.658357874685045	0.469106759529774	0.179162782519311	0.626390301778641	0.118921005352605	0.358846911942995	0.196737502007945	0.116841941118073	0.0576513483694988	0.114250824722493	0.368234237174034	0.253616356645097	0.182750195333719	0.242650624477553
YAR015W	-0.612895102835371	-0.126223455418491	-0.212994643391977	-0.410548752125382	-0.15704776915075	0.193445353159985	0.391004411091341	0.610100227907931	0.667359336945339	0.898621302500938	-0.158541766605715	0.0254739921627951	0.018440858364946	0.485080544152832	0.767315127743849	0.124240438314363	-0.0884170174641406	0.0566326126097872	0.229456461535238	0.6457330647251	-0.752349594479339	-0.100763714554066	0.267992332431131	0.319244172112804	0.384735127503678
YAR035W	2.89799312515685	2.27246923044836	2.83572535736079	0.542473237225614	-1.1533040098928	1.51423544417249	1.58376567927338	1.51417389768383	1.1229578630168	-1.44763896575027	-0.456600722204778	0.210066658802025	-1.57301168601951	-0.221477887926043	0.465614253687781	0.567765364725326	0.177208147959536	-0.226312619042144	-0.878031767091398	0.561790983457749	1.04585727568351	2.54262109355864	1.25841700733752	1.6072164933423	-0.500234098013582
YAR042W	-1.87095689453319	-4.25079008509569	-4.81852510640998	-4.21979025792225	-4.17605582674437	-3.66737815517218	-4.18458191858376	-3.38678955315082	-3.29799783463723	-3.91723095924236	-2.97113387347215	-3.88418892109955	-3.70110535076263	-4.51042442097007	-3.58543418236884	-4.4431643350829	-4.65669801278482	-3.85267911755972	-4.80374393601682	-3.95828121352877	-3.25394864728428	-4.25437382148259	-3.37034463070668	-6.03028451261316	-3.42976339312683
